Gene,mean_exp_c57,koff_c57,kon_c57,regime_c57,regime_v2_c57,s_c57
Foxo1,1.2,0.43745285,0.25683978,b,uz,3.24638404
Foxp1,0.59,10.97031073,0.56924606,uz,uz,11.97893123
Foxp4,1.6,2.77993525,1.09058111,unz,uz,5.67708161
Foxq1,0.06,57.6833421,0.006620626679999999,uz,uz,507.973554
Foxred1,2.03,2.2647212000000003,1.16882437,unz,uz,5.97326652
Foxred2,0.16,2.70359154,0.06822505,uz,uz,6.56973351
Fpgs,0.96,1.42196784,0.39312754,uz,uz,4.41375914
Fras1,0.02,10.924071000000001,0.00866923785,uz,uz,26.9393739
Frem2,0.11,6.68652636,0.0237285956,uz,uz,29.9651714
Frg1,4.84,1.47428781,0.72886608,uz,uz,14.64473893
Frmd4a,0.33,23.93122692,0.14914447,uz,uz,54.07851702
Frmd4b,0.64,84.78611788,0.46264974,uz,uz,118.67531915
Frrs1,4.14,1.17789658,1.50159788,unz,unz,7.38787866
Frs2,0.56,0.64835205,0.08541542,b,uz,4.83912652
Fryl,0.84,1.30711281,0.30171613,uz,uz,4.47688581
Fscn1,4.4,2.18733802,1.06060437,unz,uz,13.48902601
Fst,1.01,54.966553299999994,0.63242155,uz,uz,88.95848228
Fstl1,2.94,3.76151587,0.94962429,uz,uz,14.57271692
Fto,1.33,432.51571073,0.77492542,uz,uz,744.38382311
Ftsj1,2.98,154.11483925,1.35215617,unz,uz,342.48823423
Ftsj2,1.07,0.45550102,0.33685255,b,uz,2.50629343
Ftsj3,5.75,176.45988168,2.20212602,unz,unz,466.81362539
Fubp1,9.35,22.49251636,1.90994478,unz,unz,119.45823764
Fuca1,1.4,8.19023185,1.30866813,unz,uz,10.19503514
Fuca2,4.41,0.41652477,0.22620333,b,uz,12.52298305
Fundc1,1.87,1.16952363,0.35899832,uz,uz,7.9829451
Fundc2,0.84,0.17008504,0.03105238,b,b,5.41917591
Furin,0.18,0.64564285,0.1193982,b,uz,1.18174929
Fus,11.72,4.67271122,1.63623609,unz,unz,45.17625788
Fut10,0.28,2.39500935,0.26211439,uz,uz,2.80268
Fut8,0.55,74.83741982,0.50313549,uz,uz,82.36801187
Fxn,1.41,0.6216395,0.24781242,b,uz,4.94183401
Fxr1,9.94,1.68879418,0.72457851,uz,uz,33.121691999999996
Fxr2,3.34,3.30836915,2.99700083,unz,unz,7.02808155
Fxyd2,0.05,11.8859936,0.018875816599999998,uz,uz,29.3303321
Fxyd5,0.23,0.53628575,0.0444849,b,uz,2.98829945
Fxyd6,0.62,2.93546058,0.27637140000000004,uz,uz,7.22228802
Fyco1,0.91,0.61608054,0.12899503,b,uz,5.23774125
Fyn,0.46,57.266763,0.358869,uz,uz,73.90349177
Fyttd1,1.57,266.12089849,0.92304966,uz,uz,453.30687179
Fzd2,0.06,15.77401588,0.05977763,uz,uz,16.81307922
Fzd5,1.36,245.01392599999997,0.38617314,uz,uz,866.503671
Fzd9,0.09,22.83553231,0.06935054,uz,uz,29.591384899999998
G2e3,1.89,0.25878947,0.22243578,b,uz,4.09035172
G3bp2,23.86,1.25359089,1.2148164,unz,unz,48.48782374
G6pdx,5.58,3.24633381,1.71868528,unz,unz,16.12053403
Gab1,2.32,242.08742621,1.759973,unz,unz,322.08768094
Gabbr1,1.18,0.36313870000000004,0.31055577,b,uz,2.55457652
Gabpa,1.51,1.62633559,0.76529539,uz,uz,4.72421101
Gabpb1,0.52,2.54682714,0.30329046,uz,uz,4.86698001
Gabpb2,0.89,231.02896239,0.74327156,uz,uz,278.63719241
Gabrb3,0.09,13.5434881,0.03534442,uz,uz,32.77878922
Gad1,0.19,20.26472552,0.090236,uz,uz,43.79954664
Gadd45a,0.75,83.26735251,0.60730507,uz,uz,102.92399451
Gadd45b,0.78,4.28090715,0.40340573,uz,uz,9.11458239
Gadd45g,0.06,13.5505465,0.0265220198,uz,uz,32.596160999999995
Gadd45gip1,5.97,254.89863757,2.37205592,unz,unz,647.76206203
Gak,1.11,1.29426943,0.29059008,uz,uz,6.06725097
Gal3st1,0.03,16.48974651,0.02852122,uz,uz,18.38086137
Galk1,5.29,74.1940752,1.03217246,unz,uz,385.50108614
Galk2,1.19,1.37107253,0.52320921,uz,uz,4.32448978
Galnt10,0.31,2.63809464,0.33138522,uz,uz,2.78821658
Galnt12,0.53,0.88971644,0.17075217,b,uz,3.27826983
Galnt2,0.99,5.71963391,0.56419659,uz,uz,10.99867392
Galnt6,1.17,1.64814093,0.72787692,uz,uz,3.80816689
Galnt9,0.03,16.11606929,0.02881476,uz,uz,17.97277679
Gan,0.57,0.17711481,0.11123910000000001,b,uz,1.48124598
Ganab,4.73,0.35597173,0.44344799,b,b,8.53275653
Ganc,0.19,2.62924922,0.16508177,uz,uz,3.27678033
Gapvd1,2.47,2.58894498,0.60337717,uz,uz,13.07242093
Gar1,3.35,67.602532,1.14711019,unz,uz,200.67165254
Gars,7.97,189.93089758,2.21634884,unz,unz,690.83202213
Gart,11.79,1.45244293,1.3048629999999999,unz,unz,24.92173293
Gas2l1,1.2,36.56024035,0.97045939,uz,uz,46.40890774
Gas2l3,0.81,2.64489396,1.081992,unz,uz,2.80389724
Gas5,20.81,1.17311384,1.0100526,unz,uz,44.98508361
Gas6,0.59,59.88426479,0.40906422,uz,uz,87.26549434
Gas8,0.43,0.64630673,0.06992195,b,uz,4.37331269
Gata2,0.37,1.66216282,0.04100526,uz,uz,15.50557842
Gatad2a,3.36,6.36369796,1.21975989,unz,uz,20.918158
Gatsl3,1.09,69.52670938,1.02490428,unz,uz,74.83770547
Gba,0.67,1.85798228,0.92862235,uz,uz,2.01203657
Gba2,0.51,6.57780166,0.36248565,uz,uz,9.67639334
Gbe1,0.14,20.21319951,0.07310212,uz,uz,38.16518292
Gbf1,1.64,5.1965542000000005,0.78866073,uz,uz,12.48192224
Gbp2,0.03,8.04019227,0.00558825699,uz,uz,44.3840567
Gcat,4.95,5.76000751,1.5694242,unz,unz,23.09411264
Gcc1,0.29,10.26402553,0.19420368,uz,uz,15.39789704
Gcc2,2.62,1.04063694,0.4218223,uz,uz,9.06713649
Gcdh,2.9,194.61278814,1.05870215,unz,uz,535.66387912
Gch1,0.04,12.832967800000002,0.0176398805,uz,uz,31.6518022
Gclm,1.15,0.47524338,0.22992683,b,uz,3.53096224
Gcnt2,1.24,37.702079,0.78879466,uz,uz,60.26631288
Gcsh,6.3,0.85296125,0.63381071,b,b,14.77369774
Gdap2,0.29,71.51766519,0.17727866,uz,uz,115.77273528
Gde1,0.99,0.39511848,0.19329229999999997,b,uz,3.01200225
Gdf3,6.73,18.50600927,1.35038762,unz,unz,98.89587319
Gdi1,3.84,1.69542207,1.28441403,unz,unz,8.90817927
Gdi2,4.45,32.97155945,3.084347,unz,unz,51.98346848
Gdpd2,0.05,15.14075053,0.03519809,uz,uz,22.72465159
Gdpd3,0.05,15.75955851,0.03435128,uz,uz,24.35182698
Gem,0.02,12.451460699999998,0.00848607108,uz,uz,30.753842100000004
Gemin4,0.91,4.34474279,0.46309471,uz,uz,9.48943695
Gemin7,1.69,100.96099836,1.28951056,unz,uz,134.14383552
Gen1,0.4,1.12406489,0.15939764,uz,uz,3.1881493
Get4,3.13,3.82235053,1.08435554,unz,uz,14.17668535
Gfer,2.67,1.06522496,0.48452597,uz,uz,8.54347249
Gfm1,4.6,2.59030145,1.34628601,unz,unz,13.44805024
Gfm2,2.14,19.09736158,2.13346677,unz,unz,21.29608707
Gfod1,0.05,0.82838215,0.01979839,b,uz,2.30971593
Gfod2,0.29,0.69040125,0.11769022,b,uz,1.99733886
Gfpt1,0.81,0.87305956,0.27587852,b,uz,3.36607361
Gfpt2,1.21,27.43582908,1.12481621,unz,uz,30.6391288
Gfra2,0.09,8.53601405,0.03308,uz,uz,22.07057062
Gga2,8.09,2.83214612,0.84047951,uz,uz,35.37012117
Ggh,0.5,70.0099506,0.46390329,uz,uz,75.73524797
Ggnbp1,0.37,0.84946379,0.07092801,b,uz,4.75345289
Ggnbp2,4.72,1.45164627,0.78511419,uz,uz,13.43443347
Ggps1,0.93,0.47173640000000006,0.61644093,b,uz,1.64890375
Ghdc,0.35,1.7325656999999999,0.13076543,uz,uz,5.05374862
Ghitm,7.73,2.42476069,2.34018398,unz,unz,15.74557214
Gigyf2,2.73,56.32825446,1.09065805,unz,uz,143.84921813
Gin1,0.61,1.63186588,0.47791208,uz,uz,2.68479045
Gins2,7.98,128.62476179,1.75038384,unz,unz,594.44171145
Gins4,2.82,3.64216052,1.26862368,unz,uz,10.90645176
Gipc1,1.58,189.45147269999998,0.84239311,uz,uz,357.06518113
Git1,0.64,2.33864722,0.25587235,uz,uz,6.46019047
Gja4,0.19,7.02930963,0.16292215,uz,uz,8.25099999
Gjb2,0.05,1.09765433,0.02942144,uz,uz,1.73002714
Gjb3,7.69,5.53967327,1.66522947,unz,unz,33.25234084
Gjb4,0.33,1.19794738,0.19622075,uz,uz,2.34146022
Gjb5,1.88,1.33900454,0.38043216,uz,uz,8.49127436
Gjc1,1.85,5.07388878,0.87966836,uz,uz,12.50322527
Gk5,0.62,4.18364404,0.27005575,uz,uz,10.20626024
Gkap1,0.48,0.83374154,0.12801002,b,uz,3.57819916
Gla,3.07,0.48744713,0.49987603,b,uz,6.07123688
Glb1l,0.1,1.37513493,0.03737026,uz,uz,3.70734043
Glce,0.68,37.54011609,0.38801725,uz,uz,66.70053445
Gle1,1.42,1.9656285,0.91780993,uz,uz,4.47442805
Gli2,1.42,0.48503499,0.2419201,b,uz,4.26101704
Glipr2,2.25,27.29594333,0.60408503,uz,uz,103.97547305
Glmn,0.93,2.2668201,0.34938779999999997,uz,uz,6.991822099999999
Glod4,7.57,8.65304767,1.01161925,unz,uz,72.33697057
Glrx2,1.68,160.23465081,0.98873349,uz,uz,273.84854219
Glrx3,4.48,6.93569367,2.18243322,unz,unz,18.71483431
Gls,0.33,20.60000534,0.22905372,uz,uz,30.21692573
Gls2,0.78,33.68752635,0.47476317,uz,uz,56.14758967
Glt28d2,0.06,2.17149649,0.04501555,uz,uz,3.14736543
Glt8d1,0.67,83.69563748,0.51289145,uz,uz,110.15766184
Gltpd1,0.44,35.0047214,0.27315107,uz,uz,56.43998674
Gltscr1,0.14,56.69640241,0.10730063,uz,uz,74.57699253
Gltscr2,7.52,61.56193886,4.13411873,unz,unz,119.53103030000001
Glud1,5.16,129.02978003,2.9645646,unz,unz,229.77757376
Glyr1,2.32,2.06056533,0.8867178,uz,uz,7.72567567
Gm10033,0.54,18.22438245,0.29176335,uz,uz,34.10604181
Gm10069,0.14,0.04382697519999999,0.0021252694899999997,b,b,3.02118491
Gm10190,0.19,0.210883805,0.0028429330800000003,b,b,14.1019686
Gm10941,0.04,13.6354374,0.0172828644,uz,uz,33.596993100000006
Gm11110,0.13,1.38444375,0.03852062,uz,uz,4.75981692
Gm11696,0.03,15.88299346,0.02945094,uz,uz,17.71404062
Gm4532,0.19,22.30118835,0.1163682,uz,uz,37.14485766
Gm5595,0.99,2.0285981,0.49838731,uz,uz,5.01896916
Gm5617,0.69,63.76809131,0.27130659,uz,uz,163.98368457
Gm6548,0.23,11.71879108,0.12882647,uz,uz,20.83157139
Gm6654,9.97,0.13043285,0.2870218,b,b,14.50004931
Gm8909,0.25,2.07486372,0.14497317,uz,uz,3.86489616
Gmeb2,0.52,17.20776959,0.40790347,uz,uz,22.61681418
Gmfb,2.01,2.536102,0.69658473,uz,uz,9.313789199999999
Gmfg,0.37,0.71570097,0.02557584,b,b,10.6293213
Gmnn,7.21,29.89071802,2.06704554,unz,unz,111.52281989
Gmppa,1.29,1.29283491,0.49345389,uz,uz,4.67246424
Gmppb,2.07,85.78789987,1.63092847,unz,uz,110.74103163
Gmpr2,1.28,0.25487951,0.15737589,b,uz,3.35920639
Gmps,1.85,17.23003936,0.99460543,uz,uz,33.90135885
Gna13,4.3,25.84732898,1.62558726,unz,unz,72.64003533
Gnai2,12.3,2.32298197,2.48792394,unz,unz,23.79124553
Gnai3,1.12,1.94192448,0.81793484,uz,uz,3.78712098
Gnas,5.1,98.19476691,2.64214447,unz,unz,194.59331295
Gnb1l,0.85,170.71800751,0.7182772,uz,uz,203.93918841
Gnb2l1,26.32,216.82940652,3.9722492999999996,unz,unz,1462.79626145
Gnb4,0.41,47.08383005,0.31660262,uz,uz,60.80696003
Gne,0.31,4.07702261,0.30348559999999997,uz,uz,4.46901725
Gng10,0.35,0.83107047,0.10183802,b,uz,3.2325191
Gng12,2.32,1.43802779,0.59965839,uz,uz,7.88704382
Gng3,1.62,0.51316737,0.25459866,b,uz,4.87601429
Gng7,0.1,21.37348554,0.05442209,uz,uz,38.28314766
Gngt2,0.02,11.9874976,0.00917769615,uz,uz,29.5617598
Gnl1,2.41,4.34731352,1.40139577,unz,unz,9.87055275
Gnl2,4.51,1.65989906,1.28585111,unz,unz,10.33931493
Gnl3,10.34,3.45342713,1.46379812,unz,unz,34.72009661
Gnl3l,6.61,485.5408268,5.45227888,unz,unz,594.95304616
Gnpat,3.64,0.39399419,0.46706637,b,uz,6.71132964
Gnpda1,2.33,6.56626796,0.58965192,uz,uz,28.27801927
Gnpda2,1.01,0.73558478,0.32846985,b,uz,3.28707371
Gnpnat1,1.56,8.93405249,1.06767458,unz,uz,14.630738399999998
Gnptab,0.54,9.70556061,0.48861556,uz,uz,11.25296476
Gnptg,0.58,4.28836315,0.43278832,uz,uz,6.33441352
Gns,0.49,73.06689319,0.48076707,uz,uz,75.70628317
Golga1,0.34,4.34132562,0.25658583,uz,uz,6.05062529
Golga2,1.0,2.44448395,0.10900898,uz,uz,23.53677611
Golga4,2.6,1.34225774,0.78034087,uz,uz,7.06049178
Golga5,0.74,2.61178688,0.41093621,uz,uz,5.45869471
Golgb1,0.45,0.42536196,0.05739248,b,uz,3.77871642
Golim4,0.12,0.37850741,0.02409128,b,uz,2.02012028
Golm1,3.86,3.05816389,1.0680193,unz,uz,14.90515468
Golph3l,0.61,0.44178615,0.08178128,b,uz,3.90167248
Gon4l,1.67,2.37958004,0.48087356,uz,uz,9.92295775
Gopc,0.6,2.3195714,0.31332071,uz,uz,5.07684693
Gorab,0.12,1.72659617,0.10306081,uz,uz,2.1287714
Gorasp2,3.15,3.67074656,1.30301972,unz,unz,12.01676505
Gosr1,0.91,1.79954294,0.41231326,uz,uz,4.88473868
Gosr2,0.83,35.44946643,0.25739281,uz,uz,115.39343243
Got1,8.15,4.0174231,2.00910217,unz,unz,24.45972442
Got2,2.87,3.4707852,1.76022278,unz,unz,8.53861486
Gpank1,0.82,0.02911925,0.048407900000000004,b,uz,1.3129643999999998
Gpatch1,1.06,0.91817939,0.20347464,b,uz,5.82454592
Gpatch3,0.69,4.86778183,0.51135265,uz,uz,7.27666988
Gpatch4,4.0,1.44102878,0.8007198,uz,uz,11.19859719
Gpatch8,2.77,0.51524211,0.37097811,b,uz,6.61654021
Gpbp1,4.04,0.63964566,0.6311355,b,b,8.1259312
Gpc3,0.89,4.78424728,0.31023251,uz,uz,14.5384489
Gpc4,0.96,58.24636577,0.61048477,uz,uz,92.4197458
Gpc6,0.17,3.35378969,0.12070772,uz,uz,5.01175654
Gpcpd1,0.28,43.45584366,0.15440656,uz,uz,78.99950479
Gpd2,4.73,14.02495489,1.61491622,unz,unz,45.82887001
Gpi1,4.9,328.86103644,3.29327695,unz,unz,494.37987469
Gpn1,2.52,26.96220258,2.12469744,unz,unz,34.51694896
Gpn3,2.73,284.45016028,1.6170933,unz,unz,482.41140917
Gpnmb,0.98,1.73016336,0.025323888399999998,uz,uz,67.9256652
Gpr107,2.26,1.47891342,0.90138702,uz,uz,5.96285157
Gpr116,0.05,11.96278,0.0134532051,uz,uz,46.22535
Gpr124,0.09,11.51546932,0.03413736,uz,uz,29.13946252
Gpr125,1.45,178.13922626,0.67920387,uz,uz,380.97259204
Gpr126,0.02,11.465069999999999,0.00846968214,uz,uz,28.3634314
Gpr137,0.08,2.19030112,0.05353963,uz,uz,3.14843797
Gpr161,0.02,11.598601400000002,0.008479583709999999,uz,uz,28.6262299
Gpr180,0.88,1.05395609,0.23559763,uz,uz,4.7911384
Gpr182,0.03,16.23592088,0.02849807,uz,uz,18.11151075
Gpr64,0.04,13.5731473,0.0175966455,uz,uz,32.6624993
Gpr75,0.02,11.598601400000002,0.008479583709999999,uz,uz,28.6262299
Gpr89,0.82,1.65784979,0.37048089,uz,uz,4.47235308
Gprasp1,0.83,63.74694917,0.69556475,uz,uz,76.71362151
Gprasp2,0.24,34.01086005,0.10956569999999999,uz,uz,75.97694052
Gprc5a,1.19,0.30065792,0.15452764,b,uz,3.49230815
Gprc5b,0.37,1.39827365,0.11764901,uz,uz,4.74307357
Gpsm3,0.36,1.7055383999999998,0.31083814,uz,uz,2.33312064
Gpt2,1.19,195.53527911,1.07075996,unz,uz,218.78984338
Gpx3,0.25,0.18415421,0.0172144,b,uz,2.92990437
Gpx7,0.53,0.97368596,0.30084553,b,uz,2.23274509
Gramd4,0.26,0.6433920999999999,0.07578472,b,uz,2.47856051
Grb10,2.78,2.21611151,0.17374561,uz,uz,38.30309713
Grb2,1.7,69.13920187,0.93477907,uz,uz,127.41369989
Greb1,0.26,0.08564924,0.00817843,b,uz,3.03721467
Grhl3,0.57,0.27834494,0.13371576,b,uz,1.76590871
Grhpr,2.1,3.25548841,1.26890824,unz,uz,7.47033179
Grik5,0.04,13.0830659,0.0176492293,uz,uz,32.2707908
Gripap1,0.85,24.16558943,0.7475767,uz,uz,28.34735028
Grk4,0.03,7.99017592,0.00558137301,uz,uz,44.1966999
Grk5,0.12,0.37791852,0.02351119,b,uz,2.01951817
Grk6,0.97,0.16067059,0.32346234,b,uz,1.44747501
Grsf1,3.42,144.9219422,1.63182112,unz,unz,307.11691109
Grtp1,2.94,11.37496054,1.23105068,unz,uz,30.07139219
Grwd1,4.29,0.79311219,0.61061278,b,b,9.86674883
Gse1,1.49,1.07318866,0.63472706,uz,uz,4.00663617
Gsg2,1.02,0.48290550000000004,0.14087678,b,uz,4.52541286
Gsk3b,0.13,12.1646814,0.0254754513,uz,uz,63.18189520000001
Gsn,0.34,0.218077755,0.0037869731700000005,b,b,19.895145899999996
Gspt1,6.02,14.82913293,1.5824837,unz,unz,62.41398162
Gspt2,0.18,24.81225739,0.18052511,uz,uz,25.53777931
Gss,1.45,4.17706927,0.22628358,uz,uz,28.20923953
Gsta4,11.32,1.88804327,1.42553789,unz,unz,26.30961917
Gstm1,1.66,103.58318882,0.49770166,uz,uz,346.85641426
Gstm4,0.39,62.53440620000001,0.17884099,uz,uz,136.5922896
Gsto1,1.5,123.35909563,0.56189984,uz,uz,331.24567569
Gstp2,4.26,0.42390077,0.46685544,b,uz,8.13319968
Gstt2,0.7,0.06065799,0.01549361,b,b,3.41981496
Gstz1,0.63,20.03362045,0.63352319,uz,uz,20.56627722
Gt(ROSA)26Sor,0.4,134.41751671,0.36030257,uz,uz,150.84818462
Gtf2e1,0.62,0.83526623,0.36232203,b,uz,2.05622254
Gtf2e2,4.97,36.26405673,2.31605249,unz,unz,82.74782534
Gtf2f1,3.97,0.86910629,0.52840434,b,b,10.50917985
Gtf2f2,1.58,1.04527039,0.50327592,uz,uz,4.87592607
Gtf2h1,3.53,225.06740827,1.73940484,unz,unz,460.38638345
Gtf2h2,1.1,9.83061684,0.70484267,uz,uz,16.41344254
Gtf2h5,4.47,5.31484232,1.15032555,unz,unz,25.10511244
Gtf2i,4.18,0.95306869,0.65943241,b,b,10.21992907
Gtf2ird1,2.36,32.516008299999996,1.33572717,unz,uz,59.91972331
Gtf2ird2,0.32,2.41110245,0.20659570000000002,uz,uz,4.04947941
Gtf3a,2.58,333.40234877,1.5163802,unz,uz,569.35965605
Gtf3c1,1.87,0.49786428,0.31787396,b,uz,4.78760272
Gtf3c2,1.71,2.07365828,0.8752165000000001,uz,uz,5.77311259
Gtf3c4,0.59,2.26420243,0.64646916,uz,uz,2.67254043
Gtf3c5,1.09,0.56147951,0.63420906,b,uz,2.04966853
Gtf3c6,3.95,18.56847034,0.92163774,uz,uz,83.45556411
Gtl3,1.48,0.85791112,0.38453790000000004,b,uz,4.77740713
Gtpbp1,0.8,95.69862454,0.76357901,uz,uz,100.43943384
Gtpbp2,0.9,0.50293277,0.16132374,b,uz,3.72113665
Gtpbp4,8.84,7.32385774,2.45841834,unz,unz,35.17828967
Gtse1,2.56,0.67323457,0.38677832,b,uz,7.02292013
Guk1,3.91,0.40598129,0.45099335,b,uz,7.42810134
Gusb,1.26,17.34072951,0.74148113,uz,uz,30.66483485
Gxylt1,0.66,1.15868995,0.24577281,uz,uz,3.75443564
Gxylt2,0.03,16.2010361,0.02882505,uz,uz,18.05915997
Gys1,2.44,0.06070834,0.05179748,b,b,5.29333299
Gzmm,0.03,7.01498912,0.00586682712,uz,uz,38.967325200000005
H13,0.85,5.16607031,0.45972164,uz,uz,10.34269496
H1f0,2.16,1.38636363,0.30225443,uz,uz,12.09451933
H2afv,13.6,2.16078917,1.46775628,unz,unz,33.6249261
H2afy,3.57,0.63821519,0.52287655,b,uz,7.93680396
H2afy3,0.03,15.58407126,0.02977899,uz,uz,17.38052514
H3f3b,31.39,365.53554924,3.46158858,unz,unz,3346.00602353
Hacl1,0.46,0.02084739,0.00439305,b,b,2.62781415
Hadh,3.28,2.21701309,2.66748093,unz,unz,6.01485843
Hadha,3.56,0.97586854,0.81334742,b,uz,7.83134175
Hal,0.48,35.34436884,0.35027176,uz,uz,48.93084985
Hars,4.15,5.54334279,1.39531137,unz,unz,20.61726934
Hars2,0.57,112.60739496,0.50650982,uz,uz,127.45659642
Hat1,14.47,7.11710061,3.2857822,unz,unz,45.8228844
Haus1,3.32,2.82278759,1.08394003,unz,uz,11.97657843
Haus2,1.4,9.15303263,0.78941061,uz,uz,17.63539351
Haus4,3.12,1.40161468,0.66172586,uz,uz,9.71757509
Haus7,3.43,3.07358107,1.35593123,unz,unz,11.202620199999998
Haus8,1.1,1.34524216,0.63526912,uz,uz,3.42904041
Hbegf,1.04,2.87016901,0.38411142,uz,uz,8.84597764
Hbp1,2.77,0.20933272,0.25234896,b,b,5.06178506
Hcfc1,9.01,1.24096482,1.10826376,unz,unz,19.09101382
Hcfc1r1,1.88,2.45695084,1.02529749,unz,uz,6.38762624
Hck,0.15,20.63690935,0.06590285,uz,uz,46.46270742
Hcn2,0.07,1.35126726,0.02112287,uz,uz,4.74230149
Hdac11,0.16,0.91295605,0.03686736,b,uz,4.13874143
Hdac6,1.77,47.25645625,1.85595906,unz,uz,46.95702215
Hdac4,0.37,4.34232676,0.17701811,uz,uz,9.3223551
Hddc2,2.73,1.66931329,0.78469753,uz,uz,8.54199705
Hdgf,16.08,2.80470806,2.81659461,unz,unz,32.09035763
Hdgfrp2,2.96,3.17755976,1.06895949,unz,uz,11.75268802
Hdhd2,2.2,0.28798018,0.31211053,b,uz,4.22829915
Hdlbp,3.31,1.13658395,0.891342,uz,uz,7.54155973
Heatr1,3.33,2.98349172,1.2165115,unz,uz,11.48093603
Heatr2,1.04,4.41771404,0.74667956,uz,uz,7.21638097
Heatr5b,0.68,1.93860231,0.31821901,uz,uz,4.84222191
Heatr6,1.13,1.40660069,0.41871562,uz,uz,4.9087415
Hectd1,3.1,0.98558164,0.60886725,b,uz,8.13101161
Hecw2,0.14,0.19876323,0.00949965,b,uz,3.08376626
Heg1,0.11,2.95767892,0.06043115,uz,uz,5.32130194
Helb,1.62,5.3629983,1.05177192,unz,uz,9.90655977
Hells,4.6,0.09256879999999999,0.31052673,b,b,5.97204075
Helz,2.14,2.45934008,0.73090493,uz,uz,9.34350716
Heph,0.06,7.98150382,0.0115455502,uz,uz,43.7476472
Herc1,1.12,0.84435718,0.27938357,b,uz,4.49768723
Herc2,3.67,1.47483684,0.52727596,uz,uz,13.95024515
Herc4,1.34,1.04715747,0.25605439,uz,uz,6.82924418
Hesx1,0.6,0.87412274,0.12948418,b,uz,4.66770036
Hexa,2.23,292.830683,0.733050428,uz,uz,894.32231
Hexb,2.89,0.16057042,0.36301868,b,b,4.16547468
Hey1,0.09,26.73748121,0.06331838,uz,uz,36.06383699
Hgsnat,0.8,4.90114072,0.60844182,uz,uz,7.23096044
Hiat1,3.19,225.71590297,1.64605672,unz,unz,441.15692433
Hic2,1.42,1.72704251,0.26351827,uz,uz,10.70512134
Hif1an,1.25,0.69724294,0.45779639,b,uz,3.16403609
Higd1a,1.53,0.65304683,0.07764282,b,b,14.37805502
Hinfp,0.33,14.20910572,0.22149609,uz,uz,21.725424899999997
Hint1,22.1,11.84191428,3.52204998,unz,unz,96.38994694
Hint3,0.02,9.15964425,0.011395716399999999,uz,uz,19.1401991
Hip1,0.8,45.19862453,0.59017397,uz,uz,61.95772314
Hipk1,0.95,0.64471343,0.29341969,b,uz,3.02489168
Hirip3,3.49,6.40129078,1.60190573,unz,unz,17.45834288
Hist1h1b,1.99,1.76565876,0.25870238,uz,uz,15.56497716
Hist1h1e,0.33,3.72169834,0.04773888,uz,uz,26.0389713
Hk1,1.24,10.59982344,1.06778048,unz,uz,13.54202536
Hk2,19.37,1.37611031,1.09919478,unz,unz,43.61534989
Hkdc1,0.06,1.34690883,0.01856538,uz,uz,4.74066838
Hlf,0.05,12.0393571,0.018428835,uz,uz,29.741258000000002
Hmga1,1.97,1.20071827,0.21538367,uz,uz,12.95680911
Hmga2,1.48,102.25971769,1.23097164,unz,uz,124.78381039
Hmgb2,6.01,420.48400599999997,1.19403273,unz,uz,2123.90503
Hmgb3,0.26,3.78638613,0.22792334,uz,uz,4.51798343
Hmgcl,1.48,510.34440989,1.00627048,unz,uz,750.41811822
Hmgcr,2.26,6.71806159,1.2751761000000001,unz,uz,14.17733869
Hmgcs2,0.02,11.215696699999999,0.00846522555,uz,uz,27.7328576
Hmgn1,22.22,2.84059982,1.40560899,unz,unz,67.12494781
Hmgn3,0.14,21.54251428,0.07172899,uz,uz,41.52089866
Hmgn5,2.62,0.35505457,0.2291563,b,b,6.66904645
Hmgxb3,1.48,2.07134529,0.72059205,uz,uz,5.72216085
Hmgxb4,1.82,4.70658246,1.34985156,unz,uz,8.18774793
Hmha1,0.49,1.20236528,0.07595617,uz,uz,8.32162718
Hmmr,2.66,2.64062037,0.75538532,uz,uz,11.96751887
Hmox1,0.97,1.69633109,0.63265788,uz,uz,3.56143805
Hn1l,3.12,43.94027076,2.40734688,unz,unz,60.01121391
Hnrnpa2b1,31.34,3.25265011,2.13641423,unz,unz,79.04286264
Hnrnpab,19.44,5.72674517,1.89405284,unz,unz,78.20988927
Hnrnpc,7.46,1.61186945,0.24015883,uz,uz,57.49103749
Hnrnpd,7.38,1.19840158,0.93555981,uz,uz,16.84093257
Hnrnpf,4.77,0.48646038,0.33636841,b,uz,11.67397886
Hnrnph1,3.2,0.50215979,0.4501814,b,uz,6.75915593
Hnrnph3,4.86,1.0425213,0.29285528,uz,uz,22.16703612
Hnrnpm,10.78,2.30560738,1.2262928,unz,unz,31.04059952
Hnrnpr,1.98,0.36024074,0.13579497,b,b,7.21826378
Hnrnpul1,1.86,0.86883171,0.34585551,b,uz,6.51967268
Hnrnpul2,3.47,1.04663183,0.77075866,uz,uz,8.19117681
Homer2,0.45,2.17359153,0.15043772,uz,uz,6.90716677
Homer3,0.29,1.07208925,0.06924437,uz,uz,4.7234644999999995
Hook2,1.86,0.78534325,0.70884587,b,uz,3.91136065
Hook3,0.98,50.95004068,0.55671443,uz,uz,90.45108735
Hoxa7,0.18,6.27044259,0.09756929,uz,uz,11.77086178
Hoxb13,0.17,48.5313237,0.15551265,uz,uz,52.55708389
Hoxc13,0.33,81.41160884,0.1764878,uz,uz,152.2893322
Hp1bp3,0.78,2.7520452,0.45052105,uz,uz,5.52437024
Hpdl,0.54,0.21406124,0.04905289,b,uz,2.89563817
